University,State,Private,SATm,SATv,SAT,ACT,SATm25,SATm75,SATv25,SATv75,ACT25,ACT75,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Instate,Outstate,Room.Board,Room,Board,Fees,Books,Personal,PhD,Terminal,S.F.Ratio,perc.Alumni,Expend,Grad.Rate,Sal.Prof,Sal.Assoc,Sal.Assist,Sal.All,Comp.Prof,Comp.Assoc,Comp.Assist,Comp.All,Num.Prof,Num.Assoc,Num.Assist,Num.Instruct,Num.Faculty
Quinnipiac College,CT,2,*,*,*,*,440,570,410,550,18,24,3712,2153,806,17,45,2677,714,12030,12030,6140,6140,*,590,1000,500,63,73,12.0,33,8847,86,697,540,412,553,877,686,531,701,82,51,64,10,207
Sacred Heart University,CT,2,480,420,900,*,440,540,400,490,*,*,2307,1896,509,19,51,1707,1889,11070,11070,5780,4090,1690,320,400,600,71,73,14.8,16,7120,82,546,444,374,435,686,566,478,553,19,55,30,7,111
Southern Connecticut State University,CT,1,430,400,830,*,360,480,350,450,*,*,3852,2652,1044,4,14,5892,2478,1842,5962,4796,2180,2616,1190,700,*,62,73,15.8,8,5245,45,644,514,385,522,819,673,516,678,160,125,120,12,417
Saint Joseph College,CT,2,*,*,*,*,400,530,400,500,*,*,292,241,96,20,52,543,712,12200,12200,4600,2200,2400,200,650,950,87,90,11.2,32,8680,76,548,451,360,430,654,544,432,517,8,34,22,1,65
Trinity College,CT,2,*,*,*,*,570,670,510,610,23,29,3058,1798,478,46,84,1737,244,18810,18810,5690,3540,2150,780,500,680,91,96,10.4,48,18034,91,706,501,394,550,901,650,494,704,57,49,32,0,146
University of Bridgeport,CT,2,489,422,911,*,370,520,350,480,*,*,598,441,153,16,36,527,312,12500,12500,6810,3700,3110,624,500,500,76,82,7.9,*,*,51,505,437,360,434,644,551,463,553,32,29,26,1,90
University of Hartford,CT,2,506,457,963,*,450,560,400,500,*,*,5081,4040,1194,11,26,3768,1415,14220,14220,6000,2300,3700,690,500,1440,61,76,10.7,9,10625,66,529,445,380,439,660,566,492,558,76,131,111,3,329
Wesleyan University,CT,2,660,620,1280,29,610,710,570,670,*,*,4772,1973,712,60,86,2714,27,19130,19130,5600,3290,2310,660,1400,1400,90,94,12.1,39,16262,92,734,504,423,597,936,641,539,761,128,57,66,0,254
Eastern Connecticut State University,CT,1,444,411,855,*,*,*,*,*,*,*,2172,1493,564,14,50,2766,1531,1842,5962,4316,2436,1880,1513,650,500,71,76,16.9,14,5719,50,650,515,400,535,856,689,547,714,47,47,33,0,127
Yale University,CT,2,*,*,*,*,650,750,600,710,*,*,10705,2453,1317,95,99,5217,83,19840,19840,6510,3040,3470,*,630,2115,96,96,5.8,49,40386,99,928,522,444,708,1127,643,548,863,404,118,191,6,767
American University,DC,2,583,550,1133,*,530,625,500,610,*,*,4613,3587,1048,35,77,4545,873,15934,15934,6400,2440,3960,210,450,800,*,93,13.6,9,11803,69,746,520,417,555,897,641,505,673,165,119,125,37,446
Catholic University of America,DC,2,*,*,*,*,490,610,460,570,22,28,1754,1465,505,24,49,2159,211,13712,13712,6408,3622,2786,460,526,1100,90,96,9.3,18,12751,75,611,449,385,482,718,533,459,570,123,141,104,6,374
Gallaudet University,DC,2,*,*,*,*,*,*,*,*,*,*,825,645,392,*,*,1541,221,4700,4700,5400,3100,2300,330,663,2343,58,63,6.6,17,24182,*,623,480,399,482,814,638,534,637,86,67,70,35,261
George Washington University,DC,2,*,*,*,*,530,650,490,600,24,29,7875,5062,1492,38,71,5471,1470,17450,17450,6328,3998,2330,720,700,950,92,93,7.6,15,14745,72,729,542,447,610,874,653,536,733,316,175,134,12,637
Georgetown University,DC,2,*,*,*,*,600,690,540,650,26,31,11115,2881,1390,71,93,5881,406,18300,18300,7131,2590,4541,156,670,1700,91,92,7.2,27,19635,95,857,552,427,618,1080,710,546,785,192,157,154,25,528
Howard University,DC,2,457,426,883,20,390,510,360,470,17,22,9776,3164,1666,*,*,6705,874,7128,7128,3750,2050,1700,615,300,*,78,86,7.5,4,18287,46,656,483,403,481,780,591,494,587,241,282,189,111,891
Mount Vernon College,DC,2,440,402,842,20,*,*,*,*,*,*,149,70,61,15,35,203,138,13780,13780,6915,3107,3808,500,500,500,84,90,5.7,20,13844,*,*,360,288,330,*,453,364,413,3,10,17,0,30
Trinity College,DC,2,470,480,950,22,410,510,420,550,18,25,247,189,100,19,49,309,639,11412,11412,6430,2900,3530,150,500,900,89,93,8.3,37,11806,96,457,362,293,350,536,435,349,415,12,12,21,2,47
Univ. of the District of Columbia,DC,1,*,*,*,*,*,*,*,*,*,*,3895,3866,1717,*,*,3658,6327,974,3566,*,*,*,115,1550,*,51,52,11.7,5,*,*,559,476,390,491,686,586,482,604,184,113,95,8,400
Delaware State College,DE,1,*,*,*,*,*,*,*,*,*,*,2611,1845,764,*,*,*,*,4878,4878,3810,2210,1600,110,*,*,60,60,13.7,*,9432,26,545,435,359,379,716,583,491,515,29,47,61,34,183
Goldey Beacom College,DE,2,486,425,911,*,*,*,*,*,*,*,633,468,284,10,27,823,963,6120,6120,2985,*,2985,*,531,1830,25,25,27.6,4,6081,36,492,405,*,417,613,511,*,528,8,14,3,1,26
University of Delaware,DE,2,*,*,1035,*,500,610,450,530,*,*,14446,10516,3252,22,57,14130,4522,3690,10220,4230,2280,1950,410,530,1300,82,87,18.3,15,10650,75,723,531,422,556,922,693,554,721,341,319,217,65,953
Wesley College,DE,2,413,387,800,*,350,450,340,420,*,*,980,807,350,10,25,872,448,9890,9890,4674,2450,2224,405,500,1350,52,57,14.4,15,6243,84,448,373,334,376,565,449,396,456,14,12,22,1,49
Barry University,FL,2,470,430,900,20,390,540,360,490,17,24,990,784,279,18,45,1811,3144,11290,11290,5360,5360,*,240,600,1800,76,78,12.6,11,9084,72,488,420,350,394,598,508,424,477,39,77,84,15,215
St. Thomas University,FL,2,440,390,830,19,390,440,375,425,16,19,492,370,236,10,30,1125,482,9600,9600,4600,*,*,380,600,1890,*,59,23.2,6,7400,33,438,482,351,403,520,570,421,480,23,22,37,4,90
Embry Riddle Aeronautical University,FL,2,544,461,994,25,490,610,410,520,21,27,3151,2584,958,14,40,4772,856,7800,7800,3750,2050,1700,80,570,3020,37,43,16.5,4,12878,44,457,369,310,365,556,452,383,446,70,130,84,7,299
Florida A&M University,FL,1,*,*,*,*,*,*,*,*,*,*,4880,2899,1463,*,40,7931,1357,1749,6651,2668,1076,1592,80,600,*,87,100,11.8,*,7243,*,524,426,359,424,661,543,460,540,103,123,111,27,364
Florida Atlantic University,FL,1,528,462,990,22,470,585,415,525,20,24,3181,2089,826,*,*,6035,6414,1800,6700,4060,1940,2120,*,600,2270,90,94,15.6,2,8717,48,580,426,394,461,750,559,517,601,183,147,159,30,528
Eckerd College,FL,2,559,517,1076,25,510,620,460,580,22,28,1422,1109,366,33,65,1363,23,15360,15360,4080,*,*,250,600,1000,82,89,12.8,26,15003,59,534,424,357,436,676,547,472,563,32,18,37,0,87
Florida Southern College,FL,2,505,478,912,23,*,*,*,*,*,*,1381,1040,374,20,44,1506,970,8025,8025,4865,2100,2765,605,400,650,65,74,17.4,10,6339,68,440,369,331,369,552,473,409,463,30,18,44,4,96
Florida State University,FL,1,*,*,*,*,510,630,460,560,23,27,11651,8683,3023,50,90,18906,3242,1780,6680,4060,1910,2150,*,600,1020,80,89,23.1,15,7250,58,564,399,378,473,729,525,494,616,510,316,192,16,1038
Rollins College,FL,2,557,502,1059,25,500,610,500,550,23,27,1777,1151,382,31,55,1668,1052,16425,16425,5220,2830,2390,470,955,750,81,85,13.3,23,11561,90,542,420,321,457,678,519,378,564,78,43,26,7,154
Stetson University,FL,2,*,*,*,*,470,600,410,540,21,27,1557,1227,489,37,69,1964,81,12315,12315,4565,2165,2400,555,600,1365,85,90,12.5,24,10307,73,622,437,370,477,794,561,467,605,61,52,65,2,185
University of Florida,FL,1,*,*,*,*,550,670,470,580,24,28,12445,8836,3623,54,85,24470,3286,1820,7090,4180,1960,2220,*,630,1530,88,97,13.4,20,14737,66,613,430,399,501,790,567,527,653,981,721,510,49,2261
University of Miami,FL,2,*,*,*,*,490,640,430,560,21,27,7122,5386,1643,42,69,7760,876,16500,16500,6526,3810,2716,180,630,1985,82,94,5.9,17,17500,59,693,510,408,513,895,654,514,659,291,200,147,20,769
University of South Florida,FL,1,553,492,1045,23,500,610,430,550,20,25,7589,4676,1876,29,63,14770,10962,1856,6760,3776,1806,1970,*,500,2180,84,89,17.0,7,11020,47,571,418,369,455,735,547,483,591,387,319,239,45,1038
University of Tampa,FL,2,*,*,*,*,*,*,*,*,*,*,1675,1190,325,*,*,1812,374,11690,11690,4564,2016,2548,640,700,1000,*,80,13.9,*,8716,*,495,425,371,416,593,513,438,497,36,37,46,4,127
University of Central Florida,FL,1,533,464,997,23,470,600,410,520,21,25,6986,2959,1918,25,60,12330,7152,1716,6618,4234,2410,1824,95,700,1600,80,98,22.2,9,6742,46,560,420,369,435,698,527,465,545,176,207,162,42,593
University of West Florida,FL,1,496,452,948,22,440,540,390,500,19,24,1558,1254,472,20,57,3754,2477,1597,6172,3994,*,*,*,541,1387,83,87,23.4,12,8488,53,489,391,350,390,636,505,458,507,59,65,75,22,221
Palm Beach Atlantic College,FL,2,496,451,947,21,420,570,390,520,20,25,729,625,349,*,*,1432,334,7900,7900,3400,3400,*,*,500,500,*,74,19.0,*,6014,38,413,369,333,348,491,451,390,412,11,14,28,13,66
Florida International University,FL,1,543,476,1019,23,490,600,420,520,22,25,3306,2079,1071,42,89,10208,9310,1695,6597,2494,2494,*,80,800,3028,81,96,13.9,20,6722,66,558,423,395,433,719,553,509,562,182,261,220,76,767
University of North Florida,FL,1,533,484,1017,22,470,590,430,540,20,23,1800,1253,560,44,85,3876,3588,1732,6634,4360,*,*,*,600,2604,82,85,17.8,14,6104,47,498,405,343,408,663,544,462,547,73,81,57,19,230
Agnes Scott College,GA,2,*,*,*,*,490,610,470,600,*,*,417,349,137,60,89,510,63,12960,12960,5450,5450,*,135,450,875,92,97,7.7,37,19016,59,527,421,356,426,651,528,441,528,19,24,19,4,66
Albany State College,GA,1,*,*,*,*,*,*,*,*,*,*,1461,1097,580,10,22,2035,321,1772,4535,2754,2754,*,390,675,763,65,67,17.0,*,6238,62,444,395,335,371,578,519,437,484,38,24,68,8,138
Armstrong State College,GA,1,471,436,907,*,*,*,*,*,*,*,2186,1835,1263,*,*,2796,2391,2028,5604,4192,*,*,*,450,950,45,55,10.5,*,5667,88,462,367,315,347,588,457,391,434,38,32,119,12,201
Augusta College,GA,1,439,398,837,*,350,530,350,450,*,*,1452,1158,870,*,*,2902,1825,1422,4266,*,*,*,210,495,1950,65,68,18.9,10,5513,38,503,409,336,383,645,520,431,489,40,43,79,21,183
Berry College,GA,2,*,*,*,*,480,600,440,550,22,27,1858,1221,480,37,68,1620,49,8050,8050,3940,1960,1980,*,350,2375,80,80,16.3,17,10511,63,515,403,343,399,650,519,439,509,25,20,38,3,92
Columbus College,GA,1,470,420,890,*,*,*,*,*,*,*,1348,1050,774,*,*,2873,1736,1381,2763,3375,3375,*,219,800,300,61,70,16.5,9,5332,32,456,375,333,396,588,491,437,515,75,50,51,2,178
Emory University,GA,2,650,570,1220,28,600,700,530,610,26,30,8506,4168,1236,76,97,5544,192,17600,17600,6000,3600,2400,230,600,870,97,98,5.0,28,28457,96,796,547,451,608,972,686,567,753,203,177,161,8,549
Fort Valley State College,GA,1,*,*,*,*,*,*,*,*,*,*,2092,1474,649,*,*,1903,221,1341,2682,2370,1290,1080,385,*,*,59,61,13.9,*,*,39,471,382,339,379,596,490,439,487,37,39,49,17,142
Georgia Institute of Technology,GA,1,*,*,*,*,630,720,520,610,*,*,7837,4527,2276,89,99,8528,654,1899,6489,4438,4438,*,444,795,1164,92,92,19.3,33,11271,70,684,517,462,558,862,665,594,711,235,206,167,17,626
Southern College of Technology,GA,1,512,428,940,22,460,560,380,460,21,22,652,503,297,*,*,2229,1283,1341,4023,3219,2004,1215,207,465,1600,52,63,17.3,20,6208,36,457,386,360,398,587,496,460,511,44,58,40,4,146
Georgia Southern University,GA,1,445,399,844,*,389,500,350,448,*,*,8388,5423,3034,*,*,11404,1007,1808,4571,2987,2987,*,*,450,*,60,66,19.7,15,4830,46,495,408,328,363,623,509,407,453,105,135,254,109,603
Georgia State University,GA,1,*,*,*,*,410,520,370,480,18,23,3793,2341,1238,9,24,7732,9054,2154,6744,2655,2655,*,246,720,3450,87,89,19.0,10,7762,34,666,474,390,502,817,594,493,624,258,254,241,40,793
Kennesaw State College,GA,1,474,435,909,*,*,*,*,*,*,*,2402,1824,1161,*,*,5438,5556,1422,2844,*,*,*,183,450,1835,62,76,19.8,10,4907,21,523,428,353,399,661,542,445,506,69,116,111,54,350
Mercer University,GA,2,529,473,1002,24,500,620,440,550,21,27,2286,1668,564,37,70,2943,1260,11985,11985,4081,2160,1921,*,400,1500,93,95,9.2,15,8995,91,555,423,351,433,686,538,435,540,76,78,81,11,246
Oglethorpe University,GA,2,570,549,1119,27,510,630,490,610,24,30,792,649,186,56,87,769,377,12900,12900,4340,4340,*,60,600,4110,91,95,13.1,27,8568,67,516,454,329,450,630,550,390,546,21,9,10,0,44
Shorter College,GA,2,*,*,*,*,430,570,380,520,19,25,540,445,165,23,70,1115,111,7210,7210,3600,*,*,110,500,2000,62,65,13.2,18,7356,58,370,308,294,317,439,368,355,379,16,17,17,5,55
University of Georgia,GA,1,571,515,1086,*,520,640,470,570,*,*,11220,7871,3320,43,79,19553,2748,1899,5697,3600,1770,1830,453,525,1755,88,95,14.7,22,7881,63,619,444,378,489,768,553,464,607,650,552,391,64,1658
Valdosta State University,GA,1,442,399,841,21,*,*,*,*,*,*,3674,3247,1586,*,*,5982,1418,1770,4617,2940,1650,1290,*,600,1200,67,70,20.0,8,5374,45,477,386,344,390,603,496,445,500,88,90,114,19,311
West Georgia College,GA,1,456,412,868,*,400,500,360,450,18,22,3668,2604,1331,*,*,4538,1179,1806,4650,2973,1425,1548,378,490,1200,59,62,19.2,10,5687,40,466,391,353,392,595,502,454,502,98,50,97,27,272
Georgia College,GA,1,428,383,811,19,400,480,420,540,*,*,1868,1788,829,*,*,3467,1167,1694,4457,2739,1434,1305,312,450,500,70,70,21.4,7,4706,52,447,388,340,373,571,496,440,479,47,41,80,11,179
Covenant College,GA,2,536,512,1048,24,470,610,440,580,22,28,407,317,181,21,48,468,31,9700,9700,3744,1980,1764,150,470,1120,73,75,19.0,*,8614,56,429,371,312,388,519,492,390,484,19,12,6,1,38
University of Hawaii at Manoa,HI,1,537,441,978,*,470,600,380,500,*,*,3580,2603,1627,36,69,11028,2411,1460,4460,3038,1808,1230,97,687,1281,85,87,11.8,6,12833,54,713,532,458,570,887,677,587,719,442,285,272,100,1099
University of Hawaii at Hilo,HI,1,446,404,850,*,420,540,380,470,*,*,1499,779,500,20,54,2082,871,480,2920,4270,*,*,50,714,1277,72,80,15.8,*,11460,31,576,461,414,467,731,591,534,598,43,47,37,14,141
Briar Cliff College,IA,2,410,385,795,22,*,*,*,*,20,25,392,351,155,16,44,738,430,10260,10260,3597,3597,*,150,600,1500,39,66,13.1,26,8355,58,367,324,286,313,473,412,359,398,16,13,28,3,60
Buena Vista College,IA,2,526,493,1019,24,490,510,480,500,22,26,860,688,285,32,70,1928,442,13306,13306,3797,1997,1800,*,450,950,62,69,8.8,10,6333,78,484,416,339,382,606,522,440,486,20,12,30,10,72
Central College,IA,2,*,*,*,24,*,*,*,*,21,26,1283,1113,401,31,65,1355,40,10938,10938,3660,1638,2022,141,650,600,76,90,13.5,29,8444,67,464,413,334,395,572,507,405,483,23,36,22,8,89
Clarke College,IA,2,*,*,*,21,*,*,*,*,21,26,460,340,167,14,45,604,350,10740,10740,3676,1838,1838,225,350,900,67,71,11.0,27,7963,74,436,361,312,338,512,445,379,407,11,10,25,8,54
Coe College,IA,2,560,500,1060,25,490,590,450,560,23,27,1006,742,275,29,60,1127,205,13925,13925,4390,2400,1990,125,500,2200,73,86,12.7,32,10141,67,516,421,340,436,671,541,459,570,30,21,22,0,73
Cornell College,IA,2,560,510,1070,25,500,620,450,590,23,28,1538,1329,383,33,68,1140,10,15248,15248,4323,1978,2345,125,550,800,71,76,12.2,31,10340,64,578,426,368,468,693,534,463,574,31,22,17,5,75
Dordt College,IA,2,*,*,*,23,*,*,*,*,19,25,604,562,328,25,50,1048,56,9800,9800,2650,1200,1450,60,450,2800,61,60,12.5,17,7325,87,411,356,308,355,548,470,406,472,30,14,16,12,72
Drake University,IA,2,540,490,1030,25,470,610,430,550,22,28,2799,2573,839,34,65,3322,726,13420,13420,4770,2148,2422,*,560,1675,88,93,15.0,24,9473,77,601,458,409,481,762,578,496,600,101,61,107,16,285
Graceland College,IA,2,502,447,949,22,440,590,300,520,19,24,555,414,242,14,41,996,2281,9100,9100,3100,1130,1970,100,550,880,51,61,23.6,24,5609,47,411,331,301,345,490,401,366,418,26,11,29,1,70
Grand View College,IA,2,*,*,*,20,*,*,*,*,*,*,535,511,233,11,36,1098,380,9820,9820,3360,2000,1360,50,570,2800,32,32,12.6,*,6687,32,385,320,295,329,481,405,377,416,22,31,20,2,75
Grinnell College,IA,2,642,602,1244,29,610,700,560,660,27,31,2039,1389,432,56,91,1333,30,15688,15688,4618,2120,2498,374,400,400,88,92,9.5,54,18979,83,642,517,405,513,809,641,496,638,46,36,52,3,139
Iowa State University,IA,1,*,*,*,*,530,640,380,460,22,27,8427,7424,3441,26,59,18676,1715,2291,7550,3224,3224,*,162,640,2055,81,88,19.2,22,8420,65,684,506,404,534,842,635,514,666,467,353,284,84,1188
Loras College,IA,2,*,*,*,23,*,*,*,*,19,25,1641,1283,527,20,39,1663,170,11200,11200,4000,*,*,*,500,1200,61,62,14.2,24,7578,70,419,363,314,363,531,438,378,445,37,35,31,6,109
Luther College,IA,2,590,520,1110,25,530,650,460,580,23,28,1549,1392,587,38,72,2269,85,13240,13240,3560,1850,1710,*,600,400,73,85,13.8,38,8949,77,478,399,347,404,630,548,445,531,63,26,50,16,155
Morningside College,IA,2,*,*,*,22,*,*,*,*,19,25,586,533,239,16,36,950,228,10520,10520,3678,1812,1866,181,500,1000,48,68,13.0,32,8111,56,389,331,303,341,495,414,365,425,20,29,16,1,66
Mount Mercy College,IA,2,*,*,*,*,*,*,*,*,*,*,368,317,159,20,49,806,542,10500,10500,3555,2115,1440,100,500,2285,44,50,11.3,30,6695,64,379,356,334,337,465,427,396,405,7,20,28,8,63
Mount Saint Clare College,IA,2,*,*,*,21,*,*,*,*,17,23,325,284,95,16,33,364,88,9900,9900,3650,1660,1990,80,500,1200,32,37,13.6,43,6525,21,*,*,*,302,*,*,*,373,0,0,0,0,18
Northwestern College,IA,2,*,*,*,22,*,*,*,*,20,26,860,811,366,22,56,1040,52,9900,9900,3075,1750,1325,*,300,1800,68,68,14.9,34,6357,68,430,372,311,344,531,477,394,434,9,16,27,6,58
Simpson College,IA,2,*,*,*,*,*,*,*,*,21,26,1016,872,300,27,57,1116,602,11250,11250,4980,2130,2850,155,550,1400,66,73,15.8,36,7411,70,491,377,339,394,645,473,434,504,25,11,17,14,67
Saint Ambrose University,IA,2,*,*,*,22,*,*,*,*,18,23,897,718,276,12,48,1345,390,10450,10450,4020,2310,1710,10,500,1500,56,56,14.1,16,7444,70,431,374,325,362,541,471,401,450,29,15,44,8,98
University of Northern Iowa,IA,1,*,*,*,23,*,*,*,*,21,26,4144,3379,1853,18,52,10135,1448,2291,6197,2930,1318,1612,164,595,2380,78,82,16.3,26,6333,77,586,469,390,447,730,591,491,561,155,152,226,89,622
University of Dubuque,IA,2,480,430,910,22,430,550,400,490,20,24,576,558,137,11,39,662,131,10430,10430,3620,1845,1775,100,400,1500,85,98,16.5,18,8767,45,351,315,309,323,443,392,358,396,19,23,14,2,58
University of Iowa,IA,1,*,*,*,*,*,*,*,*,22,27,9224,8025,3262,23,52,15412,2878,2291,8149,3423,*,*,164,640,2426,*,98,13.1,37,12194,62,706,509,432,579,872,643,549,723,486,308,260,10,1064
Upper Iowa University,IA,2,*,*,*,22,*,*,*,*,19,25,663,452,192,10,35,1481,1160,8840,8840,3060,3060,*,*,500,1000,69,75,17.4,19,3733,78,*,*,287,303,*,*,348,366,4,5,6,12,27
Wartburg College,IA,2,557,478,1035,24,490,640,420,540,21,27,1231,1074,345,34,66,1295,105,11600,11600,3610,1940,1670,120,400,850,66,91,12.4,37,7735,67,447,370,308,358,564,469,385,451,25,21,29,4,89
Teikyo Westmar University,IA,2,*,*,*,19,*,*,*,*,*,*,451,306,123,10,18,611,146,9980,9980,3640,2010,1630,280,600,2240,46,46,12.0,*,*,51,*,314,289,292,*,388,355,359,5,13,22,14,54
William Penn College,IA,2,*,*,*,*,*,*,*,*,17,23,326,294,140,10,33,630,107,10000,10000,3110,1800,1310,290,495,800,35,35,13.3,*,7057,40,351,312,269,294,420,386,335,363,8,11,19,7,45
Boise State University,ID,1,468,431,899,21,*,*,*,*,*,*,3619,3080,1888,*,*,7948,5040,*,2093,3069,3370,*,938,600,2632,59,63,17.0,8,5705,25,448,391,354,391,566,498,453,498,157,111,100,7,427
Albertson College,ID,2,524,487,1011,24,*,*,*,*,*,*,587,479,158,38,62,678,41,13500,13500,3335,1025,2210,322,500,675,67,73,9.4,11,9727,55,424,338,266,336,540,430,338,428,16,20,19,1,56
Idaho State University,ID,1,*,*,*,21,*,*,*,*,18,23,1989,1627,1137,*,40,6547,2464,*,4500,2980,*,*,1500,500,1575,67,90,16.5,7,6266,33,466,382,337,368,588,487,433,471,128,99,113,120,460
Lewis-Clark State College,ID,1,445,397,842,21,460,530,330,350,*,*,1001,551,428,*,*,1970,1256,1412,5120,3190,*,*,*,908,1721,60,77,12.1,*,6997,44,391,329,292,338,499,425,381,436,39,35,35,1,110
Northwest Nazarene College,ID,2,*,*,*,23,*,*,*,*,18,24,616,514,385,29,52,1115,60,9840,9840,2820,1680,1140,339,450,822,59,59,14.8,20,6261,58,*,*,*,341,*,*,*,448,0,0,0,0,71
University of Idaho,ID,1,517,463,980,23,420,580,390,530,19,25,3133,2799,1337,24,49,7242,1431,1548,5962,3540,*,*,*,832,*,82,95,13.5,18,8805,45,514,408,373,438,640,514,472,550,217,165,155,9,546
Augustana College,IL,2,*,*,*,25,*,*,*,*,23,28,1879,1658,497,36,69,1950,38,13353,13353,4173,1622,1622,93,540,821,78,83,12.7,40,9220,71,527,425,362,418,648,523,449,517,41,28,50,18,137
Aurora University,IL,2,*,*,*,21,*,*,*,*,18,25,532,481,127,*,*,815,801,10250,10250,3850,*,*,70,550,*,*,56,9.1,19,8358,56,434,379,339,372,528,461,402,447,18,16,19,16,69
Barat College,IL,2,*,*,*,*,440,510,410,500,19,23,261,192,111,15,36,453,266,9690,9690,4300,4300,*,140,500,500,57,77,9.7,35,9337,71,507,405,333,402,599,473,394,474,9,9,14,0,32
Blackburn College,IL,2,*,*,*,21,*,*,*,*,19,23,500,336,156,25,55,421,27,6500,6500,2700,*,*,*,500,1000,76,76,14.3,53,8377,51,*,*,*,312,*,*,*,370,0,0,0,0,23
Bradley University,IL,2,590,530,1120,25,530,660,450,630,22,28,3767,3414,1061,30,58,4531,643,10870,10870,4440,2540,*,80,2000,1522,75,81,14.4,21,7671,85,570,464,378,442,679,562,449,529,75,88,100,30,295
College of Saint Francis,IL,2,*,*,*,*,*,*,*,*,19,26,422,305,160,30,56,781,240,9810,9810,4160,4160,*,180,400,*,52,52,17.5,18,9729,80,446,422,345,392,551,524,435,489,12,15,23,0,50
Columbia College,IL,2,*,*,*,*,*,*,*,*,*,*,2419,2160,1117,*,*,4852,1991,7310,7310,4350,*,4350,80,500,1612,18,41,13.4,*,5682,41,*,*,*,349,*,*,*,446,0,0,0,0,171
Concordia University,IL,2,*,*,*,23,*,*,*,*,20,26,528,403,186,22,56,1168,145,9216,9216,4191,4191,*,80,400,1000,56,64,12.1,13,7309,75,399,351,295,351,487,435,374,435,30,23,24,1,78
DePaul University,IL,2,554,511,1065,25,480,610,440,560,22,27,4815,3551,1227,30,58,6069,3719,11214,11214,4932,1479,3453,30,600,*,69,76,16.1,25,8322,63,702,543,427,524,857,681,527,648,120,173,152,55,500
Eastern Illinois University,IL,1,*,*,*,22,*,*,*,*,20,24,5597,4253,1565,12,38,9161,845,1902,5710,3066,*,*,782,120,1730,62,71,16.2,5,5682,76,442,373,333,364,515,438,393,428,190,161,120,87,560
Eureka College,IL,2,*,*,*,22,*,*,*,*,*,*,560,454,113,36,56,484,16,10955,10955,3450,1915,1535,150,330,670,62,87,10.6,31,9552,53,*,370,315,355,*,458,390,438,5,16,16,0,37
Greenville College,IL,2,*,*,*,22,*,*,*,*,18,25,510,387,194,20,46,771,53,10310,10310,4530,*,*,*,400,800,57,61,14.3,16,8222,60,374,331,292,336,466,424,370,422,27,11,15,4,57
Illinois College,IL,2,545,470,1015,23,475,650,400,575,21,26,894,787,262,28,63,909,28,8050,8050,3850,*,*,*,600,1000,75,75,15.6,30,7348,52,522,424,347,424,621,503,410,502,16,18,14,3,51
Illinois Institute of Technology,IL,2,603,499,1102,25,540,670,440,560,22,28,1756,1360,478,42,77,1911,626,14550,14550,4620,*,*,40,500,700,80,88,12.3,26,12851,56,680,480,452,512,836,606,558,636,93,81,73,11,287
Illinois State University,IL,1,*,*,*,22,*,*,*,*,19,25,8681,6695,2408,10,35,15701,1823,2600,7799,3403,3403,*,815,537,2605,77,84,21.0,16,5569,54,548,436,373,460,638,514,445,541,289,187,244,0,720
Northeastern Illinois University,IL,1,*,*,*,17,*,*,*,*,15,20,2086,1507,631,14,27,4056,3433,1902,5706,*,*,*,236,552,2178,78,78,15.1,*,6453,21,460,378,359,394,529,439,418,455,139,88,71,0,331
