FICE	name	State	type	SATm	SATv	SAT	ACT	SATm25	SATm75	SATv25	SATv75	ACT25	ACT75	new.applied	new.accepted	new.enrolled	new.top10HS	new.top25HS	undergrads	parttime	tuition.in	tuition	room+board	room	board	cost.fees	cost.books	cost.pers	fac.phd	fac.term	sf.ratio	donate	exp.stud	graduate	College	College.aaup	State.aaup	type.aaup	sal.prof	sal.assoc	sal.assist	sal.all	comp.prof	comp.assoc	comp.assist	comp.all	profs	assocs	assists	instruct	faculty
1315	                  U. Cal. at Los Angeles	CA	public	621	520	1141	*	558	700	460	590	*	*	22165	10435	3591	93	100	21637	 1255	*	 7689	5580	*	*	3894	 850	1255	 97	 99	11.8	 9	20260	 77	      University of California at Los Angeles	     Univ.of Calif.-Los Angeles	CA	I	 741	497	421	609	 910	611	517	 748	817	267	298	  0	1499
1316	                    U. Cal. at Riverside	CA	public	542	440	 982	23	470	620	360	510	19	25	 9798	 7566	1470	80	100	 6922	  265	*	 7699	5430	*	*	4092	 780	1350	 98	 99	13.4	 8	12528	 62	        University of California at Riverside	       Univ.of Calif.-Riverside	CA	I	 670	461	390	514	 824	567	479	 632	183	 80	140	  0	 441
1317	                    U. Cal. at San Diego	CA	public	616	515	1131	26	560	680	460	570	23	28	19433	11469	2481	95	100	13738	  711	*	 7699	6607	*	*	4128	 630	1935	100	100	13.9	 6	17674	 66	        University of California at San Diego	       Univ.of Calif.-San Diego	CA	I	 723	487	401	595	 888	598	493	 732	405	147	130	  0	 734
1320	                U. Cal. at Santa Barbara	CA	public	547	459	1006	*	520	610	400	490	*	*	16663	14141	3239	90	100	15638	  693	*	11218	5990	*	*	4372	 630	2045	 96	100	18.9	 6	 9475	 69	    University of California at Santa Barbara	   Univ.of Calif.-Santa Barbara	CA	I	 712	473	401	578	 875	581	493	 711	371	125	145	  0	 694
1321	                   U. Cal. at Santa Cruz	CA	public	554	505	1059	*	490	620	440	580	*	*	10758	 8559	1717	94	100	 8713	  607	*	 7699	6081	6081	*	4110	 633	1191	 94	100	21.3	10	10860	 59	       University of California at Santa Cruz	      Univ.of Calif.-Santa Cruz	CA	I	 677	464	391	537	 832	570	481	 660	186	 93	 92	  0	 413
1322	                             U. Redlands	CA	private	*	*	*	*	470	610	450	540	21	26	 1498	 1219	 306	26	 63	 1369	 1587	16530	16530	6205	2795	3410	 405	 600	*	 81	 87	 8.9	25	10685	 73	                       University of Redlands	         University of Redlands	CA	IIA	 566	468	406	488	 716	592	495	 610	 49	 19	 39	  0	 109
1325	                        U. San Francisco	CA	private	514	463	 977	21	450	590	390	520	20	25	 2306	 1721	 538	23	 48	 4309	  549	13226	13226	6452	3846	2606	 100	 750	2450	 86	 86	13.6	 8	10074	 62	                  University of San Francisco	    University of San Francisco	CA	IIA	 617	486	405	514	 811	644	538	 680	129	 59	 80	 19	 287
1326	                          Santa Clara U.	CA	private	*	*	*	*	520	630	440	540	*	*	 4019	 2779	 888	40	 73	 3891	  128	13584	13584	5928	5928	*	 396	 630	1278	 88	 92	13.9	19	10872	100	                       Santa Clara University	         Santa Clara University	CA	IIA	 763	555	487	578	 938	704	624	 729	 85	117	 90	  0	 324
1328	                        U. Southern Cal.	CA	private	592	498	1090	25	520	660	430	570	22	28	12229	 8498	2477	45	 71	13259	 1429	17230	17230	6482	3566	2916	 330	 600	2210	 90	 94	11.4	10	17007	 68	            University of Southern California	   Univ. of Southern California	CA	I	 802	574	484	641	1016	751	636	 825	485	354	286	 27	1165
1329	                          U. the Pacific	CA	private	531	444	 975	*	460	620	400	540	*	*	 2459	 1997	 582	36	 66	 2664	  299	16320	16320	5326	*	*	 330	 646	1171	 87	 94	11.2	14	13706	 65	                    University of the Pacific	      University of the Pacific	CA	IIA	 542	420	372	459	 666	528	468	 570	172	 92	100	 10	 377
1341	                             Westmont C.	CA	public	550	501	1051	24	480	620	450	550	22	26	  950	  713	 351	42	 72	 1276	    9	14320	14320	5304	3080	2224	 866	 490	1410	 77	 77	14.9	17	 8837	 87	                             Westmont College	               Westmont College	CA	IIB	 489	408	339	415	 616	524	429	 526	 30	 19	 22	  3	  74
1342	                             Whittier C.	CA	private	507	454	 961	*	430	580	390	510	*	*	 1681	 1069	 344	35	 63	 1235	   30	16249	16249	5699	5699	*	 579	 500	1998	 84	 92	13.6	29	11778	 52	                             Whittier College	               Whittier College	CA	IIA	 666	499	347	531	 808	601	416	 642	 48	 27	 24	  9	 108
1343	                             Woodbury U.	CA	private	441	381	 822	20	380	500	320	430	17	22	  349	  313	 111	*	*	  765	  191	13020	13020	5490	*	*	 840	 900	2160	 28	 60	13.5	 2	 6944	 54	                          Woodbury University	            Woodbury University	CA	IIA	*	373	365	381	*	472	454	 478	  5	 11	  6	  0	  22
3948	             San Francisco Art Institute	CA	private	*	*	*	*	*	*	*	*	*	*	  177	  136	  41	*	*	  438	  103	14500	14500	5600	5600	*	*	1200	1620	*	100	14.4	*	 9742	 30	                  San Francisco Art Institute	      San Francisco State Univ.	CA	IIA	 599	483	397	541	 751	619	518	 684	451	133	117	  8	 709
7993	            Cal. State U. at Bakersfield	CA	public	450	392	 842	21	*	*	*	*	*	*	  941	  643	 415	*	 66	 2571	 1263	 1204	 8725	3475	*	3475	 914	 300	*	 82	 94	13.4	*	*	 24	        California State Univ. at Bakersfield	        Cal.St.Univ-Bakersfield	CA	IIA	 597	482	377	499	 752	619	495	 637	 95	 48	 50	 13	 206
10395	                            U. San Diego	CA	private	548	490	1038	*	500	600	450	520	*	*	 3934	 2735	 886	40	 70	 3698	  217	13600	13600	5940	*	*	 100	 630	1820	 93	 96	15.6	13	10813	 66	                      University of San Diego	        University of San Diego	CA	IIA	 719	533	452	575	 904	678	569	 725	105	 72	 76	 12	 265
11649	                     Loyola Marymount U.	CA	private	549	485	1034	*	480	600	420	530	*	*	 3768	 2662	 753	42	 64	 3558	  436	13592	13592	5916	3276	2640	 176	 545	1328	 84	 88	14.2	10	11677	 84	                  Loyola Marymount University	    Loyola Marymount University	CA	IIA	 722	558	414	589	 911	724	543	 754	130	 90	 83	  3	 310
1345	                          Adams State C.	CO	public	*	*	*	21	*	*	*	*	18	24	 1508	 1259	 569	16	 44	 1922	  232	 1386	 1672	3730	1820	1910	 374	 520	2200	 63	 67	27.9	*	 3897	 60	                          Adams State College	            Adams State College	CO	IIA	 436	356	321	360	 527	444	400	 444	 29	 21	 40	  8	  98
1347	                             Colorado C.	CO	private	*	*	*	*	560	670	510	620	25	30	 3207	 1577	 490	56	 87	 1892	    7	17142	17142	4190	2114	2076	 120	 450	1200	 85	 97	11.3	51	14664	 84	                             Colorado College	               Colorado College	CO	IIB	 613	488	398	525	 776	621	509	 665	 63	 38	 26	  1	 134
1349	                    U. Northern Colorado	CO	public	480	440	 920	22	420	540	380	480	19	24	 5530	 4007	1697	12	 37	 8463	 1498	 1829	 7731	4128	*	*	 398	 540	2286	 75	 75	21.5	 8	 6309	 40	              University of Northern Colorado	     Univ. of Northern Colorado	CO	I	 480	390	333	385	 565	463	399	 458	151	111	129	 35	 467
1350	                       Colorado State U.	CO	public	545	479	1024	25	490	610	430	540	22	27	 9478	 6312	2194	29	 65	15646	 1829	 2124	 8412	4180	4180	*	 585	 470	1800	 87	 89	19.2	10	 7850	 59	                    Colorado State University	      Colorado State University	CO	I	 598	447	403	517	 714	534	481	 617	483	255	188	  0	 926
1353	                           Fort Lewis C.	CO	public	*	*	*	*	*	*	*	*	*	*	 3440	 2823	1123	16	 35	 3793	  486	 1450	 6198	3320	1820	1500	 327	 500	2500	 89	 97	19.1	 6	 4362	 46	                           Fort Lewis College	             Fort Lewis College	CO	IIB	 439	385	342	392	 516	452	402	 460	 73	 35	 52	  5	 165
1358	                           Mesa State C.	CO	public	451	400	 851	20	*	*	*	*	16	25	 1584	 1456	 891	 6	 18	 3471	  911	 1434	 5016	3798	1782	2016	 380	 540	2256	 48	 48	28.8	12	 3871	 59	                           Mesa State College	             Mesa State College	CO	IIB	 429	353	297	340	 508	427	363	 410	 49	 31	 37	  7	 145
1360	                   Metropolitan State C.	CO	public	448	407	 855	20	380	510	330	460	17	22	 3512	 2975	1662	 6	 23	 9544	 8177	 1494	 5790	*	*	*	 129	 500	1205	 75	 73	21.1	14	 4400	 25	                   Metropolitan State College	    Metro. State Coll.of Denver	CO	IIB	 480	406	351	418	 568	485	424	 498	159	 90	111	  8	 370
1363	                                Regis U.	CO	private	487	442	 929	22	*	*	*	*	*	*	 1107	  904	 308	*	*	 1142	   27	12700	12700	5480	2700	2780	  60	 520	1170	 90	 90	14.8	15	*	 53	                             Regis University	               Regis University	CO	IIB	 489	434	349	424	 626	531	428	 527	 16	 26	 12	  2	  56
1365	                    U. Southern Colorado	CO	public	480	428	 908	20	400	530	330	460	17	23	 1401	 1239	 605	10	 34	 3716	  675	 1644	 7100	4380	1756	2624	 324	 540	2948	 63	 88	19.4	 0	 5389	 36	              University of Southern Colorado	   University Southern Colorado	CO	IIA	 474	422	360	397	 559	498	425	 468	 47	 45	 63	 15	 170
1370	                  U. Colorado at Boulder	CO	public	*	*	*	*	500	630	440	540	22	28	14063	 9320	3436	28	 65	18465	 1541	 2230	12563	3811	3811	*	 459	 540	2319	 90	 90	19.9	*	 8703	 66	            University of Colorado at Boulder	     Univ. of Colorado- Boulder	CO	I	 652	494	421	528	 797	615	519	 649	457	301	227	 93	1081
1371	                               U. Denver	CO	private	540	470	1010	24	470	590	430	540	21	27	 2974	 2001	 580	29	 60	 2666	  554	15192	15192	4695	4695	*	 330	 400	1350	 84	 91	15.9	21	11762	 67	                         University of Denver	           University of Denver	CO	I	 623	479	430	509	 756	588	525	 620	142	106	101	  6	 378
1372	                 W. State C. of Colorado	CO	public	470	420	 890	21	400	520	360	470	18	22	 2702	 1623	 604	 7	 24	 2315	  146	 1819	 5918	3755	1936	1819	 507	 500	2050	 76	 79	19.4	 4	 4599	 52	            Western State College of Colorado	   Western State Coll. of Colo.	CO	IIB	 452	381	324	402	 546	460	406	 490	 52	 25	 26	  0	 103
4509	         U. Colorado at Colorado Springs	CO	public	*	*	*	*	450	570	400	510	21	26	  826	  620	 318	12	 39	 2570	 1569	 2475	 8090	5544	*	*	*	 540	2888	 93	 93	15.0	*	 6236	*	   University of Colorado at Colorado Springs	   Univ. of Colo. at Colo.Sprgs	CO	IIA	 522	422	385	451	 642	524	480	 558	 62	 56	 40	  3	 161
6740	                   U. Colorado at Denver	CO	public	529	478	1007	23	*	*	*	*	*	*	 1199	  562	 261	30	 74	 3805	 2728	 1828	 9244	*	*	*	 240	 520	2138	 89	 96	18.1	 6	 7996	 24	             University of Colorado at Denver	    Univ. of Colorado at Denver	CO	IIA	 596	453	408	467	 726	561	508	 576	106	108	119	 35	 368
9401	                   Colorado Christian U.	CO	private	445	422	 867	21	*	*	*	*	*	*	  735	  583	 310	 9	*	 1001	   65	 6720	 6720	3480	3480	*	 550	 400	3725	 56	 56	 8.6	 2	 4588	*	                Colorado Christian University	       Colorado Christian Univ.	CO	IIB	*	284	251	255	*	356	318	 323	  3	  8	 13	  8	  32
1374	                      Albertus Magnus C.	CT	private	460	430	 890	23	*	*	*	*	*	*	  353	  340	 103	17	 45	  416	  230	13290	13290	5720	5720	*	 200	 500	1500	 90	 93	11.5	26	 8861	 63	                      Albertus Magnus College	        Albertus Magnus College	CT	IIB	 391	343	*	340	 444	400	*	 393	  9	  7	  5	  3	  24
1378	                  Central Conn. State U.	CT	public	457	414	 871	*	400	510	370	460	*	*	 4158	 2532	 902	 6	 24	 6394	 3881	 1842	 5962	4444	2384	2060	1298	 500	 985	 69	 73	16.7	 4	 4900	 49	         Central Connecticut State University	   Central Connecticut St.Univ.	CT	IIA	 666	534	397	518	 856	700	536	 680	118	119	137	 16	 390
1379	                                Conn. C.	CT	private	*	*	*	*	550	656	517	626	*	*	 3035	 1546	 438	42	 93	 1630	  232	18740	18740	6300	2935	3365	 210	 600	 500	 86	 95	10.7	40	14773	 91	                          Connecticut College	            Connecticut College	CT	IIB	 619	461	366	499	 810	613	477	 654	 63	 35	 30	 11	 140
1380	                       W. Conn. State U.	CT	public	*	*	*	*	*	*	*	*	*	*	 2486	 1503	 528	 7	 23	 2818	 1861	 1842	 5962	3936	2174	1762	1218	*	*	 69	 76	15.5	*	 5920	*	         Western Connecticut State University	      Western Conn. State Univ.	CT	IIA	 658	516	477	575	 883	711	652	 778	 90	 36	 50	  2	 178
1385	                            Fairfield U.	CT	private	560	498	1058	25	510	610	450	540	*	*	 4784	 3346	 781	30	 66	 2984	 1037	15000	15000	6200	6200	*	 310	 700	1100	 86	 90	15.1	30	11220	 94	                         Fairfield University	           Fairfield University	CT	IIA	 685	545	452	545	 894	733	603	 721	 62	 43	 81	  6	 192
1397	                            U. New Haven	CT	private	495	434	 929	*	450	580	400	550	*	*	 1651	 1412	 336	*	 11	 1411	 1914	10600	10600	5020	3120	1900	 200	 500	*	 79	 90	15.6	 6	 7033	 79	                      University of New Haven	        University of New Haven	CT	IIA	 524	450	401	471	 656	576	513	 596	 72	 44	 30	  1	 152
1402	                           Quinnipiac C.	CT	private	*	*	*	*	440	570	410	550	18	24	 3712	 2153	 806	17	 45	 2677	  714	12030	12030	6140	6140	*	 590	1000	 500	 63	 73	12.0	33	 8847	 86	                           Quinnipiac College	             Quinnipiac College	CT	IIA	 697	540	412	553	 877	686	531	 701	 82	 51	 64	 10	 207
1403	                         Sacred Heart U.	CT	private	480	420	 900	*	440	540	400	490	*	*	 2307	 1896	 509	19	 51	 1707	 1889	11070	11070	5780	4090	1690	 320	 400	 600	 71	 73	14.8	16	 7120	 82	                      Sacred Heart University	        Sacred Heart University	CT	IIB	 546	444	374	435	 686	566	478	 553	 19	 55	 30	  7	 111
1406	                 Southern Conn. State U.	CT	public	430	400	 830	*	360	480	350	450	*	*	 3852	 2652	1044	 4	 14	 5892	 2478	 1842	 5962	4796	2180	2616	1190	 700	*	 62	 73	15.8	 8	 5245	 45	        Southern Connecticut State University	     Southern Conn. State Univ.	CT	IIA	 644	514	385	522	 819	673	516	 678	160	125	120	 12	 417
1409	                         Saint Joseph C.	CT	private	*	*	*	*	400	530	400	500	*	*	  292	  241	  96	20	 52	  543	  712	12200	12200	4600	2200	2400	 200	 650	 950	 87	 90	11.2	32	 8680	 76	                         Saint Joseph College	           Saint Joseph College	CT	IIA	 548	451	360	430	 654	544	432	 517	  8	 34	 22	  1	  65
1414	                              Trinity C.	CT	private	*	*	*	*	570	670	510	610	23	29	 3058	 1798	 478	46	 84	 1737	  244	18810	18810	5690	3540	2150	 780	 500	 680	 91	 96	10.4	48	18034	 91	                              Trinity College	                Trinity College	CT	IIB	 706	501	394	550	 901	650	494	 704	 57	 49	 32	  0	 146
1416	                           U. Bridgeport	CT	private	489	422	 911	*	370	520	350	480	*	*	  598	  441	 153	16	 36	  527	  312	12500	12500	6810	3700	3110	 624	 500	 500	 76	 82	 7.9	*	*	 51	                     University of Bridgeport	       University of Bridgeport	CT	IIA	 505	437	360	434	 644	551	463	 553	 32	 29	 26	  1	  90
1422	                             U. Hartford	CT	private	506	457	 963	*	450	560	400	500	*	*	 5081	 4040	1194	11	 26	 3768	 1415	14220	14220	6000	2300	3700	 690	 500	1440	 61	 76	10.7	 9	10625	 66	                       University of Hartford	         University of Hartford	CT	IIA	 529	445	380	439	 660	566	492	 558	 76	131	111	  3	 329
1424	                             Wesleyan U.	CT	private	660	620	1280	29	610	710	570	670	*	*	 4772	 1973	 712	60	 86	 2714	   27	19130	19130	5600	3290	2310	 660	1400	1400	 90	 94	12.1	39	16262	 92	                          Wesleyan University	            Wesleyan University	CT	IIA	 734	504	423	597	 936	641	539	 761	128	 57	 66	  0	 254
1425	                       E. Conn. State U.	CT	public	444	411	 855	*	*	*	*	*	*	*	 2172	 1493	 564	14	 50	 2766	 1531	 1842	 5962	4316	2436	1880	1513	 650	 500	 71	 76	16.9	14	 5719	 50	         Eastern Connecticut State University	   Eastern Connecticut St.Univ.	CT	IIA	 650	515	400	535	 856	689	547	 714	 47	 47	 33	  0	 127
1426	                                 Yale U.	CT	private	*	*	*	*	650	750	600	710	*	*	10705	 2453	1317	95	 99	 5217	   83	19840	19840	6510	3040	3470	*	 630	2115	 96	 96	 5.8	49	40386	 99	                              Yale University	                Yale University	CT	I	 928	522	444	708	1127	643	548	 863	404	118	191	  6	 767
1434	                             American U.	DC	private	583	550	1133	*	530	625	500	610	*	*	 4613	 3587	1048	35	 77	 4545	  873	15934	15934	6400	2440	3960	 210	 450	 800	*	 93	13.6	 9	11803	 69	                          American University	            American University	DC	I	 746	520	417	555	 897	641	505	 673	165	119	125	 37	 446
1437	                     Catholic U. America	DC	private	*	*	*	*	490	610	460	570	22	28	 1754	 1465	 505	24	 49	 2159	  211	13712	13712	6408	3622	2786	 460	 526	1100	 90	 96	 9.3	18	12751	 75	               Catholic University of America	      Catholic Univ. of America	DC	I	 611	449	385	482	 718	533	459	 570	123	141	104	  6	 374
1443	                            Gallaudet U.	DC	private	*	*	*	*	*	*	*	*	*	*	  825	  645	 392	*	*	 1541	  221	 4700	 4700	5400	3100	2300	 330	 663	2343	 58	 63	 6.6	17	24182	*	                         Gallaudet University	           Gallaudet University	DC	IIA	 623	480	399	482	 814	638	534	 637	 86	 67	 70	 35	 261
1444	                    George Washington U.	DC	private	*	*	*	*	530	650	490	600	24	29	 7875	 5062	1492	38	 71	 5471	 1470	17450	17450	6328	3998	2330	 720	 700	 950	 92	 93	 7.6	15	14745	 72	                 George Washington University	   George Washington University	DC	I	 729	542	447	610	 874	653	536	 733	316	175	134	 12	 637
1445	                           Georgetown U.	DC	private	*	*	*	*	600	690	540	650	26	31	11115	 2881	1390	71	 93	 5881	  406	18300	18300	7131	2590	4541	 156	 670	1700	 91	 92	 7.2	27	19635	 95	                        Georgetown University	          Georgetown University	DC	I	 857	552	427	618	1080	710	546	 785	192	157	154	 25	 528
1448	                               Howard U.	DC	private	457	426	 883	20	390	510	360	470	17	22	 9776	 3164	1666	*	*	 6705	  874	 7128	 7128	3750	2050	1700	 615	 300	*	 78	 86	 7.5	 4	18287	 46	                            Howard University	              Howard University	DC	I	 656	483	403	481	 780	591	494	 587	241	282	189	111	 891
1452	                         Mount Vernon C.	DC	private	440	402	 842	20	*	*	*	*	*	*	  149	   70	  61	15	 35	  203	  138	13780	13780	6915	3107	3808	 500	 500	 500	 84	 90	 5.7	20	13844	*	                         Mount Vernon College	           Mount Vernon College	DC	IIB	*	360	288	330	*	453	364	 413	  3	 10	 17	  0	  30
1460	                              Trinity C.	DC	private	470	480	 950	22	410	510	420	550	18	25	  247	  189	 100	19	 49	  309	  639	11412	11412	6430	2900	3530	 150	 500	 900	 89	 93	 8.3	37	11806	 96	                              Trinity College	                Trinity College	DC	IIB	 457	362	293	350	 536	435	349	 415	 12	 12	 21	  2	  47
29100	             U. the District of Columbia	DC	public	*	*	*	*	*	*	*	*	*	*	 3895	 3866	1717	*	*	 3658	 6327	  974	 3566	*	*	*	 115	1550	*	 51	 52	11.7	 5	*	*	            Univ. of the District of Columbia	      Univ.of District Columbia	DC	IIA	 559	476	390	491	 686	586	482	 604	184	113	 95	  8	 400
